disno,dyindex,statea,namea,stateb,nameb,year,strtday,strtmnth,strtyr,endday,endmnth,endyear,outcome,settlmnt,fatlev,highact,hihost,recip,noinit,notarg,sideaa,revstata,revtypea,fatleva,highmcaa,hihosta,orignata,sideab,revstatb,revtypeb,fatlevb,highmcab,hihostb,orignatb,rolea,roleb,dyad_rolea,dyad_roleb,war,durindx,duration,cumdurat,mid5hiact,mid5hiacta,mid5hiactb,severity,severitya,severityb,ongo2014,new,change,changetype_1,changetype_2
4343,4343.0322265625,390,DEN,345,YUG,2000,24,11,2000,27,11,2000,4,4,0,7,3,0,1,38,0,0,0,0,0,1,1,1,1,2,0,7,3,1,3,1,3,1,0,1,4,4,7,0,7,49,100,49,0,0,0,0,0
4343,4343.033203125,345,YUG,395,ICE,2000,24,11,2000,27,11,2000,3,4,0,7,3,0,1,38,1,1,2,0,7,3,1,0,0,0,0,0,1,1,1,3,1,3,0,1,4,4,7,7,0,49,49,100,0,0,0,0,0
4343,4343.033203125,395,ICE,345,YUG,2000,24,11,2000,27,11,2000,4,4,0,7,3,0,1,38,0,0,0,0,0,1,1,1,1,2,0,7,3,1,3,1,3,1,0,1,4,4,7,0,7,49,100,49,0,0,0,0,0
4343,4343.0341796875,345,YUG,600,MOR,2000,24,11,2000,27,11,2000,3,4,0,7,3,0,1,38,1,1,2,0,7,3,1,0,0,0,0,0,1,1,1,3,1,3,0,1,4,4,7,7,0,49,49,100,0,0,0,0,0
4343,4343.0341796875,600,MOR,345,YUG,2000,24,11,2000,27,11,2000,4,4,0,7,3,0,1,38,0,0,0,0,0,1,1,1,1,2,0,7,3,1,3,1,3,1,0,1,4,4,7,0,7,49,100,49,0,0,0,0,0
4343,4343.03515625,345,YUG,640,TUR,2000,24,11,2000,27,11,2000,3,4,0,7,3,0,1,38,1,1,2,0,7,3,1,0,0,0,0,0,1,1,1,3,1,3,0,1,4,4,7,7,0,49,49,100,0,0,0,0,0
4343,4343.03515625,640,TUR,345,YUG,2000,24,11,2000,27,11,2000,4,4,0,7,3,0,1,38,0,0,0,0,0,1,1,1,1,2,0,7,3,1,3,1,3,1,0,1,4,4,7,0,7,49,100,49,0,0,0,0,0
4343,4343.0361328125,345,YUG,663,JOR,2000,24,11,2000,27,11,2000,3,4,0,7,3,0,1,38,1,1,2,0,7,3,1,0,0,0,0,0,1,1,1,3,1,3,0,1,4,4,7,7,0,49,49,100,0,0,0,0,0
4343,4343.0361328125,663,JOR,345,YUG,2000,24,11,2000,27,11,2000,4,4,0,7,3,0,1,38,0,0,0,0,0,1,1,1,1,2,0,7,3,1,3,1,3,1,0,1,4,4,7,0,7,49,100,49,0,0,0,0,0
4343,4343.037109375,345,YUG,696,UAE,2000,24,11,2000,27,11,2000,3,4,0,7,3,0,1,38,1,1,2,0,7,3,1,0,0,0,0,0,1,1,1,3,1,3,0,1,4,4,7,7,0,49,49,100,0,0,0,0,0
4343,4343.037109375,696,UAE,345,YUG,2000,24,11,2000,27,11,2000,4,4,0,7,3,0,1,38,0,0,0,0,0,1,1,1,1,2,0,7,3,1,3,1,3,1,0,1,4,4,7,0,7,49,100,49,0,0,0,0,0
4344,4344.0009765625,365,RUS,640,TUR,1999,15,4,1999,30,4,1999,5,3,0,7,3,0,1,1,1,1,2,0,7,3,1,0,0,0,0,0,1,0,1,4,1,3,0,1,16,16,7,7,0,49,49,100,0,0,0,0,0
4344,4344.0009765625,640,TUR,365,RUS,1999,15,4,1999,30,4,1999,5,3,0,7,3,0,1,1,0,0,0,0,0,1,0,1,1,2,0,7,3,1,4,1,3,1,0,1,16,16,7,0,7,49,100,49,0,0,0,0,0
4345,4345.0009765625,520,SOM,530,ETH,2002,6,1,2002,26,12,2002,5,3,-9,19,4,0,1,1,1,0,0,0,0,1,1,0,1,3,-9,19,4,1,3,1,3,1,0,1,355,355,16,0,16,65,100,65,0,0,0,0,0
4345,4345.0009765625,530,ETH,520,SOM,2002,6,1,2002,26,12,2002,5,3,-9,19,4,0,1,1,0,1,3,-9,19,4,1,1,0,0,0,0,1,1,1,3,1,3,0,1,355,355,16,16,0,65,65,100,0,0,0,0,0
4346,4346.0009765625,501,KEN,530,ETH,2002,23,1,2002,4,2,2002,6,1,0,16,4,0,1,1,1,0,0,0,0,1,1,0,0,0,0,16,4,1,3,1,3,1,0,1,13,13,14,0,14,84,100,84,0,0,0,0,0
4346,4346.0009765625,530,ETH,501,KEN,2002,23,1,2002,4,2,2002,6,1,0,16,4,0,1,1,0,0,0,0,16,4,1,1,0,0,0,0,1,1,1,3,1,3,0,1,13,13,14,14,0,84,84,100,0,0,0,0,0
4347,4347.0009765625,490,DRC,517,RWA,2002,25,1,2002,19,6,2002,5,3,-9,19,4,0,1,1,1,0,0,0,0,1,1,0,1,2,-9,19,4,1,3,1,3,1,0,1,146,146,16,0,16,65,100,65,0,0,0,0,0
4347,4347.0009765625,517,RWA,490,DRC,2002,25,1,2002,19,6,2002,5,3,-9,19,4,0,1,1,0,1,2,-9,19,4,1,1,0,0,0,0,1,1,1,3,1,3,0,1,146,146,16,16,0,65,65,100,0,0,0,0,0
4348,4348.0009765625,450,LBR,451,SIE,2002,27,1,2002,3,6,2002,8,4,0,17,4,0,1,1,1,0,0,0,14,3,1,0,1,2,0,17,4,1,3,1,3,1,0,1,128,128,15,12,15,81,65,81,0,0,0,0,0
4348,4348.0009765625,451,SIE,450,LBR,2002,27,1,2002,3,6,2002,8,4,0,17,4,0,1,1,0,1,2,0,17,4,1,1,0,0,0,14,3,1,1,3,1,3,0,1,128,128,15,15,12,81,81,65,0,0,0,0,0
4349,4349.0009765625,531,ERI,625,SUD,2002,19,3,2002,18,10,2002,5,3,-9,18,4,1,1,1,1,1,3,-9,18,4,1,0,1,2,-9,18,4,1,3,1,3,1,0,1,214,214,17,17,17,75,75,75,0,0,0,0,0
4349,4349.0009765625,625,SUD,531,ERI,2002,19,3,2002,18,10,2002,5,3,-9,18,4,1,1,1,0,1,2,-9,18,4,1,1,1,3,-9,18,4,1,1,3,1,3,0,1,214,214,17,17,17,75,75,75,0,0,0,0,0
4350,4350.0009765625,500,UGA,501,KEN,2002,1,7,2002,1,7,2002,5,3,1,19,4,0,1,1,1,0,0,1,19,4,1,0,0,0,0,0,1,1,1,3,1,3,0,1,1,1,16,16,0,65,65,100,0,0,0,0,0
4350,4350.0009765625,501,KEN,500,UGA,2002,1,7,2002,1,7,2002,5,3,1,19,4,0,1,1,0,0,0,0,0,1,1,1,0,0,1,19,4,1,3,1,3,1,0,1,1,1,16,0,16,65,100,65,0,0,0,0,0
4351,4351.0009765625,420,GAM,433,SEN,2002,7,7,2002,7,7,2002,5,3,0,10,3,0,1,1,1,0,0,0,0,1,1,0,0,0,0,10,3,1,3,1,3,1,0,1,1,1,8,0,8,20,65,20,0,0,0,0,0
4351,4351.0009765625,433,SEN,420,GAM,2002,7,7,2002,7,7,2002,5,3,0,10,3,0,1,1,0,0,0,0,10,3,1,1,0,0,0,0,1,1,1,3,1,3,0,1,1,1,8,8,0,20,20,65,0,0,0,0,0
4352,4352.0009765625,230,SPN,600,MOR,2002,11,7,2002,18,7,2002,2,2,0,16,4,0,1,1,1,0,0,0,7,3,1,0,1,1,0,16,4,1,3,1,3,1,0,1,8,8,14,7,14,84,49,84,0,0,0,0,0
4352,4352.0009765625,600,MOR,230,SPN,2002,11,7,2002,18,7,2002,1,2,0,16,4,0,1,1,0,1,1,0,16,4,1,1,0,0,0,7,3,1,1,3,1,3,0,1,8,8,14,14,7,84,84,49,0,0,0,0,0
4353,4353.0009765625,510,TAZ,516,BUI,2002,25,7,2002,25,7,2002,5,3,0,13,3,0,1,1,1,0,0,0,13,3,1,0,0,0,0,0,1,1,1,3,1,3,0,1,1,1,11,11,0,49,49,75,0,0,0,0,0
4353,4353.0009765625,516,BUI,510,TAZ,2002,25,7,2002,25,7,2002,5,3,0,13,3,0,1,1,0,0,0,0,0,1,1,1,0,0,0,13,3,1,3,1,3,1,0,1,1,1,11,0,11,49,75,49,0,0,0,0,0
4354,4354.0009765625,200,UKG,552,ZIM,2002,26,8,2002,26,8,2002,5,3,0,2,2,0,1,1,1,0,0,0,2,2,1,0,0,0,0,0,1,1,1,3,1,3,0,1,1,1,1,1,0,30,30,75,0,0,0,0,0
4354,4354.0009765625,552,ZIM,200,UKG,2002,26,8,2002,26,8,2002,5,3,0,2,2,0,1,1,0,0,0,0,0,1,1,1,0,0,0,2,2,1,3,1,3,1,0,1,1,1,1,0,1,30,75,30,0,0,0,0,0
4355,4355.0009765625,530,ETH,531,ERI,2002,2,9,2002,5,9,2002,5,3,0,17,4,0,1,1,1,0,0,0,17,4,1,0,0,0,0,0,1,1,1,3,1,3,0,1,4,4,15,15,0,81,81,75,0,0,0,0,0
4355,4355.0009765625,531,ERI,530,ETH,2002,2,9,2002,5,9,2002,5,3,0,17,4,0,1,1,0,0,0,0,0,1,1,1,0,0,0,17,4,1,3,1,3,1,0,1,4,4,15,0,15,81,75,81,0,0,0,0,0
4356,4356.0009765625,490,DRC,517,RWA,2002,4,9,2002,30,3,2003,0,0,0,16,4,0,1,2,1,0,0,0,0,1,1,0,1,2,0,16,4,1,3,1,3,1,0,1,119,119,14,0,14,84,0,84,0,0,0,0,0
4356,4356.0009765625,490,DRC,517,RWA,2003,4,9,2002,30,3,2003,5,3,0,16,4,0,1,2,1,0,0,0,0,1,1,0,1,2,0,16,4,1,3,1,3,1,0,2,90,209,14,0,14,84,75,84,0,0,0,0,0
4356,4356.0009765625,517,RWA,490,DRC,2002,4,9,2002,30,3,2003,0,0,0,16,4,0,1,2,0,1,2,0,16,4,1,1,0,0,0,0,1,1,1,3,1,3,0,1,119,119,14,14,0,84,84,75,0,0,0,0,0
4356,4356.0009765625,517,RWA,490,DRC,2003,4,9,2002,30,3,2003,5,3,0,16,4,0,1,2,0,1,2,0,16,4,1,1,0,0,0,0,1,1,1,3,1,3,0,2,90,209,14,14,0,84,84,0,0,0,0,0,0
4356,4356.001953125,500,UGA,517,RWA,2003,11,3,2003,9,4,2003,6,1,0,13,3,0,1,2,1,0,0,0,2,2,0,0,1,2,0,13,3,1,3,1,3,1,0,1,30,30,11,1,11,49,30,49,0,0,0,0,0
4356,4356.001953125,517,RWA,500,UGA,2003,11,3,2003,9,4,2003,6,1,0,13,3,0,1,2,0,1,2,0,13,3,1,1,0,0,0,2,2,0,1,3,1,3,0,1,30,30,11,11,1,49,49,30,0,0,0,0,0
4357,4357.0009765625,490,DRC,540,ANG,2002,30,10,2002,30,10,2002,5,3,0,19,4,0,1,1,1,0,0,0,0,1,1,0,0,0,0,19,4,1,3,1,3,1,0,1,1,1,16,0,16,65,0,65,0,0,0,0,0
4357,4357.0009765625,540,ANG,490,DRC,2002,30,10,2002,30,10,2002,5,3,0,19,4,0,1,1,0,0,0,0,19,4,1,1,0,0,0,0,1,1,1,3,1,3,0,1,1,1,16,16,0,65,65,0,0,0,0,0,0
4358,4358.0009765625,437,CDI,450,LBR,2002,2,12,2002,22,1,2003,0,0,0,19,4,0,1,1,1,0,0,0,0,1,1,0,0,0,0,19,4,1,3,1,3,1,0,1,30,30,16,0,16,65,0,65,0,0,0,0,0
4358,4358.0009765625,437,CDI,450,LBR,2003,2,12,2002,22,1,2003,5,3,0,19,4,0,1,1,1,0,0,0,0,1,1,0,0,0,0,19,4,1,3,1,3,1,0,2,23,53,16,0,16,65,75,65,0,0,0,0,0
4358,4358.0009765625,450,LBR,437,CDI,2002,2,12,2002,22,1,2003,0,0,0,19,4,0,1,1,0,0,0,0,19,4,1,1,0,0,0,0,1,1,1,3,1,3,0,1,30,30,16,16,0,65,65,75,0,0,0,0,0
4358,4358.0009765625,450,LBR,437,CDI,2003,2,12,2002,22,1,2003,5,3,0,19,4,0,1,1,0,0,0,0,19,4,1,1,0,0,0,0,1,1,1,3,1,3,0,2,23,53,16,16,0,65,65,0,0,0,0,0,0
4359,4359.0009765625,490,DRC,620,LIB,2002,12,12,2002,12,12,2002,5,3,0,16,4,0,1,1,1,0,0,0,0,1,1,0,1,3,0,16,4,1,3,1,3,1,0,1,1,1,14,0,14,84,0,84,0,0,0,0,0
4359,4359.0009765625,620,LIB,490,DRC,2002,12,12,2002,12,12,2002,5,3,0,16,4,0,1,1,0,1,3,0,16,4,1,1,0,0,0,0,1,1,1,3,1,3,0,1,1,1,14,14,0,84,84,0,0,0,0,0,0
4360,4360.0009765625,365,RUS,625,SUD,2003,24,7,2003,29,7,2003,7,3,0,17,4,0,1,1,1,0,0,0,0,1,1,0,0,0,0,17,4,1,3,1,3,1,0,1,6,6,15,0,15,81,0,81,0,0,0,0,0
4360,4360.0009765625,625,SUD,365,RUS,2003,24,7,2003,29,7,2003,7,3,0,17,4,0,1,1,0,0,0,0,17,4,1,1,0,0,0,0,1,1,1,3,1,3,0,1,6,6,15,15,0,81,81,0,0,0,0,0,0
4361,4361.0009765625,432,MLI,615,ALG,2003,4,10,2003,4,10,2003,5,3,0,14,3,0,1,1,1,0,0,0,0,1,1,0,0,0,0,14,3,1,3,1,3,1,0,1,1,1,12,0,12,65,75,65,0,0,0,0,0
4361,4361.0009765625,615,ALG,432,MLI,2003,4,10,2003,4,10,2003,5,3,0,14,3,0,1,1,0,0,0,0,14,3,1,1,0,0,0,0,1,1,1,3,1,3,0,1,1,1,12,12,0,65,65,75,0,0,0,0,0
4362,4362.0009765625,530,ETH,531,ERI,2003,1,11,2003,27,11,2003,5,3,1,18,4,1,1,1,1,1,1,0,18,4,1,0,0,0,1,18,4,1,1,3,1,3,0,1,27,27,17,17,17,75,75,75,0,0,0,0,0
4362,4362.0009765625,531,ERI,530,ETH,2003,1,11,2003,27,11,2003,5,3,1,18,4,1,1,1,0,0,0,1,18,4,1,1,1,1,0,18,4,1,3,1,3,1,0,1,27,27,17,17,17,75,75,75,0,0,0,0,0
4363,4363.0009765625,501,KEN,530,ETH,2003,1,11,2003,1,11,2003,5,3,0,19,4,0,1,1,1,0,0,0,0,1,1,0,0,0,0,19,4,1,3,1,3,1,0,1,1,1,16,0,16,65,75,65,0,0,0,0,0
4363,4363.0009765625,530,ETH,501,KEN,2003,1,11,2003,1,11,2003,5,3,0,19,4,0,1,1,0,0,0,0,19,4,1,1,0,0,0,0,1,1,1,3,1,3,0,1,1,1,16,16,0,65,65,75,0,0,0,0,0
4364,4364.0009765625,432,MLI,435,MAA,2003,26,12,2003,26,12,2003,5,3,0,10,3,0,1,1,1,0,0,0,10,3,1,0,0,0,0,0,1,1,1,3,1,3,0,1,1,1,8,8,0,20,20,49,0,0,0,0,0
4364,4364.0009765625,435,MAA,432,MLI,2003,26,12,2003,26,12,2003,5,3,0,10,3,0,1,1,0,0,0,0,0,1,1,1,0,0,0,10,3,1,3,1,3,1,0,1,1,1,8,0,8,20,49,20,0,0,0,0,0
4365,4365.0009765625,516,BUI,517,RWA,2004,21,4,2004,21,4,2004,5,3,0,13,3,0,1,1,1,0,0,0,0,1,1,0,0,0,0,13,3,1,3,1,3,1,0,1,1,1,11,0,11,49,0,49,0,0,0,0,0
4365,4365.0009765625,517,RWA,516,BUI,2004,21,4,2004,21,4,2004,5,3,0,13,3,0,1,1,0,0,0,0,13,3,1,1,0,0,0,0,1,1,1,3,1,3,0,1,1,1,11,11,0,49,49,0,0,0,0,0,0
4366,4366.0009765625,490,DRC,516,BUI,2004,13,8,2004,13,8,2004,5,3,0,19,4,0,2,1,1,0,0,0,19,4,1,0,1,2,0,4,2,0,3,2,3,1,0,1,1,1,16,16,3,65,65,8,0,0,0,0,0
4366,4366.0009765625,516,BUI,490,DRC,2004,13,8,2004,13,8,2004,5,3,0,19,4,0,2,1,0,1,2,0,4,2,0,1,0,0,0,19,4,1,2,3,1,3,0,1,1,1,16,3,16,65,8,65,0,0,0,0,0
4366,4366.001953125,490,DRC,517,RWA,2004,24,4,2004,17,12,2004,5,3,0,16,4,0,2,1,1,0,0,0,13,3,1,0,1,2,0,16,4,1,3,1,3,1,0,1,238,238,14,11,14,84,49,84,0,0,0,0,0
4366,4366.001953125,517,RWA,490,DRC,2004,24,4,2004,17,12,2004,5,3,0,16,4,0,2,1,0,1,2,0,16,4,1,1,0,0,0,13,3,1,1,3,1,3,0,1,238,238,14,14,11,84,84,49,0,0,0,0,0
4367,4367.0009765625,220,FRN,625,SUD,2004,30,7,2004,30,7,2004,5,3,0,7,3,0,1,2,1,1,2,0,7,3,0,0,0,0,0,0,1,1,4,1,1,3,0,1,1,1,7,7,0,49,49,49,0,0,0,0,0
4367,4367.0009765625,625,SUD,220,FRN,2004,30,7,2004,30,7,2004,5,3,0,7,3,0,1,2,0,0,0,0,0,1,1,1,1,2,0,7,3,0,1,4,3,1,0,1,1,1,7,0,7,49,49,49,0,0,0,0,0
4367,4367.001953125,483,CHA,625,SUD,2004,29,4,2004,29,4,2004,5,3,1,18,4,1,1,2,1,0,0,1,18,4,1,0,0,0,0,18,4,1,3,1,3,1,0,1,1,1,17,17,17,75,75,75,0,0,0,0,0
4367,4367.001953125,625,SUD,483,CHA,2004,29,4,2004,29,4,2004,5,3,1,18,4,1,1,2,0,0,0,0,18,4,1,1,0,0,1,18,4,1,1,3,1,3,0,1,1,1,17,17,17,75,75,75,0,0,0,0,0
4368,4368.0009765625,490,DRC,551,ZAM,2004,3,6,2004,3,6,2004,5,3,0,10,3,0,1,1,1,0,0,0,0,1,1,0,0,0,0,10,3,1,3,1,3,1,0,1,1,1,8,0,8,20,0,20,0,0,0,0,0
4368,4368.0009765625,551,ZAM,490,DRC,2004,3,6,2004,3,6,2004,5,3,0,10,3,0,1,1,0,0,0,0,10,3,1,1,0,0,0,0,1,1,1,3,1,3,0,1,1,1,8,8,0,20,20,0,0,0,0,0,0
4369,4369.0009765625,501,KEN,530,ETH,2004,14,7,2004,14,7,2004,5,3,0,13,3,0,1,1,1,1,2,0,13,3,1,0,0,0,0,0,1,1,1,3,1,3,0,1,1,1,11,11,0,49,49,49,0,0,0,0,0
4369,4369.0009765625,530,ETH,501,KEN,2004,14,7,2004,14,7,2004,5,3,0,13,3,0,1,1,0,0,0,0,0,1,1,1,1,2,0,13,3,1,3,1,3,1,0,1,1,1,11,0,11,49,49,49,0,0,0,0,0
4370,4370.0009765625,531,ERI,625,SUD,2004,30,10,2004,30,10,2004,5,3,0,16,4,0,1,1,1,1,2,0,16,4,1,0,0,0,0,0,1,1,1,3,1,3,0,1,1,1,14,14,0,84,84,49,0,0,0,0,0
4370,4370.0009765625,625,SUD,531,ERI,2004,30,10,2004,30,10,2004,5,3,0,16,4,0,1,1,0,0,0,0,0,1,1,1,1,2,0,16,4,1,3,1,3,1,0,1,1,1,14,0,14,84,49,84,0,0,0,0,0
4371,4371.0009765625,2,USA,437,CDI,2004,6,11,2004,6,11,2004,5,3,0,19,4,0,1,2,1,0,0,0,0,1,0,0,1,2,0,19,4,1,3,1,3,1,0,1,1,1,16,0,16,65,0,65,0,0,0,0,0
4371,4371.0009765625,437,CDI,2,USA,2004,6,11,2004,6,11,2004,5,3,0,19,4,0,1,2,0,1,2,0,19,4,1,1,0,0,0,0,1,0,1,3,1,3,0,1,1,1,16,16,0,65,65,0,0,0,0,0,0
4371,4371.001953125,220,FRN,437,CDI,2004,6,11,2004,6,11,2004,5,3,1,18,4,1,1,2,1,1,2,1,18,4,1,0,1,2,0,18,4,1,3,1,3,1,0,1,1,1,17,17,17,75,75,75,0,0,0,0,0
4371,4371.001953125,437,CDI,220,FRN,2004,6,11,2004,6,11,2004,5,3,1,18,4,1,1,2,0,1,2,0,18,4,1,1,1,2,1,18,4,1,1,3,1,3,0,1,1,1,17,17,17,75,75,75,0,0,0,0,0
4372,4372.0009765625,500,UGA,517,RWA,2004,2,12,2004,4,12,2004,5,3,1,18,4,1,1,1,1,1,2,1,18,4,1,0,0,0,1,18,4,1,1,3,1,3,0,1,3,3,17,17,17,75,75,75,0,0,0,0,0
4372,4372.0009765625,517,RWA,500,UGA,2004,2,12,2004,4,12,2004,5,3,1,18,4,1,1,1,0,0,0,1,18,4,1,1,1,2,1,18,4,1,3,1,3,1,0,1,3,3,17,17,17,75,75,75,0,0,0,0,0
4373,4373.0009765625,501,KEN,520,SOM,2005,4,1,2005,17,3,2005,5,3,0,13,3,0,1,1,1,0,0,0,13,3,1,0,0,0,0,0,1,1,1,3,1,3,0,1,73,73,11,11,0,49,49,49,0,0,0,0,0
4373,4373.0009765625,520,SOM,501,KEN,2005,4,1,2005,17,3,2005,5,3,0,13,3,0,1,1,0,0,0,0,0,1,1,1,0,0,0,13,3,1,3,1,3,1,0,1,73,73,11,0,11,49,49,49,0,0,0,0,0
4374,4374.0009765625,501,KEN,530,ETH,2005,18,1,2005,7,3,2005,5,3,0,19,4,0,1,1,1,0,0,0,13,3,1,0,0,0,0,19,4,1,3,1,3,1,0,1,49,49,16,11,16,65,49,65,0,0,0,0,0
4374,4374.0009765625,530,ETH,501,KEN,2005,18,1,2005,7,3,2005,5,3,0,19,4,0,1,1,0,0,0,0,19,4,1,1,0,0,0,13,3,1,1,3,1,3,0,1,49,49,16,16,11,65,65,49,0,0,0,0,0
4375,4375.0009765625,530,ETH,531,ERI,2005,17,2,2005,24,3,2005,5,3,0,13,3,0,1,1,1,1,1,0,13,3,1,0,1,1,0,10,3,1,1,3,1,3,0,1,36,36,11,11,8,49,49,20,0,0,0,0,0
4375,4375.0009765625,531,ERI,530,ETH,2005,17,2,2005,24,3,2005,5,3,0,13,3,0,1,1,0,1,1,0,10,3,1,1,1,1,0,13,3,1,3,1,3,1,0,1,36,36,11,8,11,49,20,49,0,0,0,0,0
4376,4376.0009765625,520,SOM,530,ETH,2005,13,3,2005,13,3,2005,5,3,0,13,3,0,1,1,1,0,0,0,0,1,1,0,0,0,0,13,3,1,3,1,3,1,0,1,1,1,11,0,11,49,0,49,0,0,0,0,0
4376,4376.0009765625,530,ETH,520,SOM,2005,13,3,2005,13,3,2005,5,3,0,13,3,0,1,1,0,0,0,0,13,3,1,1,0,0,0,0,1,1,1,3,1,3,0,1,1,1,11,11,0,49,49,0,0,0,0,0,0
4377,4377.0009765625,490,DRC,540,ANG,2005,23,3,2005,23,3,2005,5,3,0,13,3,0,1,1,1,0,0,0,0,1,1,0,0,0,0,13,3,1,3,1,3,1,0,1,1,1,11,0,11,49,0,49,0,0,0,0,0
4377,4377.0009765625,540,ANG,490,DRC,2005,23,3,2005,23,3,2005,5,3,0,13,3,0,1,1,0,0,0,0,13,3,1,1,0,0,0,0,1,1,1,3,1,3,0,1,1,1,11,11,0,49,49,0,0,0,0,0,0
4378,4378.0009765625,452,GHA,461,TOG,2005,26,4,2005,26,4,2005,5,3,0,19,4,0,1,1,1,0,0,0,0,1,1,0,0,0,0,19,4,1,3,1,3,1,0,1,1,1,16,0,16,65,0,65,0,0,0,0,0
4378,4378.0009765625,461,TOG,452,GHA,2005,26,4,2005,26,4,2005,5,3,0,19,4,0,1,1,0,0,0,0,19,4,1,1,0,0,0,0,1,1,1,3,1,3,0,1,1,1,16,16,0,65,65,0,0,0,0,0,0
4379,4379.0009765625,531,ERI,679,YEM,2005,17,6,2005,17,6,2005,5,3,0,19,4,0,1,1,1,0,0,0,19,4,1,0,0,0,0,0,1,1,1,3,1,3,0,1,1,1,16,16,0,65,65,49,0,0,0,0,0
4379,4379.0009765625,679,YEM,531,ERI,2005,17,6,2005,17,6,2005,5,3,0,19,4,0,1,1,0,0,0,0,0,1,1,1,0,0,0,19,4,1,3,1,3,1,0,1,1,1,16,0,16,65,49,65,0,0,0,0,0
4380,4380.0009765625,471,CAO,475,NIG,2005,18,6,2005,18,6,2005,5,3,1,19,4,0,1,1,1,1,1,0,19,4,1,0,0,0,1,0,1,1,1,3,1,3,0,1,1,1,16,16,0,65,65,0,0,0,0,0,0
4380,4380.0009765625,475,NIG,471,CAO,2005,18,6,2005,18,6,2005,5,3,1,19,4,0,1,1,0,0,0,1,0,1,1,1,1,1,0,19,4,1,3,1,3,1,0,1,1,1,16,0,16,65,0,65,0,0,0,0,0
4381,4381.0009765625,490,DRC,500,UGA,2005,29,9,2005,29,9,2005,5,3,0,5,2,0,1,1,1,0,0,0,0,1,1,0,1,2,0,5,2,1,3,1,3,1,0,1,1,1,4,0,4,29,49,29,0,0,0,0,0
4381,4381.0009765625,500,UGA,490,DRC,2005,29,9,2005,29,9,2005,5,3,0,5,2,0,1,1,0,1,2,0,5,2,1,1,0,0,0,0,1,1,1,3,1,3,0,1,1,1,4,4,0,29,29,49,0,0,0,0,0
4382,4382.0009765625,220,FRN,437,CDI,2005,18,10,2005,18,10,2005,5,3,0,7,3,0,1,1,1,0,0,0,7,3,1,0,0,0,0,0,1,1,1,3,1,3,0,1,1,1,7,7,0,49,49,0,0,0,0,0,0
4382,4382.0009765625,437,CDI,220,FRN,2005,18,10,2005,18,10,2005,5,3,0,7,3,0,1,1,0,0,0,0,0,1,1,1,0,0,0,7,3,1,3,1,3,1,0,1,1,1,7,0,7,49,0,49,0,0,0,0,0
4383,4383.0009765625,530,ETH,531,ERI,2005,25,10,2005,25,10,2005,5,3,0,13,3,0,1,1,1,1,1,0,13,3,1,0,0,0,0,13,3,1,1,3,1,3,0,1,1,1,11,11,11,49,49,49,0,0,0,0,0
4383,4383.0009765625,531,ERI,530,ETH,2005,25,10,2005,25,10,2005,5,3,0,13,3,0,1,1,0,0,0,0,13,3,1,1,1,1,0,13,3,1,3,1,3,1,0,1,1,1,11,11,11,49,49,49,0,0,0,0,0
4384,4384.0009765625,483,CHA,625,SUD,2005,5,11,2005,17,2,2006,0,0,0,18,4,1,1,1,1,1,2,0,18,4,1,0,0,0,0,18,4,1,1,3,1,3,0,1,57,57,17,17,17,75,75,75,0,0,0,0,0
4384,4384.0009765625,483,CHA,625,SUD,2006,5,11,2005,17,2,2006,5,3,0,18,4,1,1,1,1,1,2,0,18,4,1,0,0,0,0,18,4,1,1,3,1,3,0,2,49,106,17,17,17,75,75,75,0,0,0,0,0
4384,4384.0009765625,625,SUD,483,CHA,2005,5,11,2005,17,2,2006,0,0,0,18,4,1,1,1,0,0,0,0,18,4,1,1,1,2,0,18,4,1,3,1,3,1,0,1,57,57,17,17,17,75,75,75,0,0,0,0,0
4384,4384.0009765625,625,SUD,483,CHA,2006,5,11,2005,17,2,2006,5,3,0,18,4,1,1,1,0,0,0,0,18,4,1,1,1,2,0,18,4,1,3,1,3,1,0,2,49,106,17,17,17,75,75,75,0,0,0,0,0
4385,4385.0009765625,501,KEN,530,ETH,2006,24,4,2006,27,4,2006,5,3,1,18,4,1,1,1,1,0,0,0,18,4,1,0,1,2,1,18,4,1,3,1,3,1,0,1,4,4,17,17,17,75,75,75,0,0,0,0,0
4385,4385.0009765625,530,ETH,501,KEN,2006,24,4,2006,27,4,2006,5,3,1,18,4,1,1,1,0,1,2,1,18,4,1,1,0,0,0,18,4,1,1,3,1,3,0,1,4,4,17,17,17,75,75,75,0,0,0,0,0
4386,4386.0009765625,490,DRC,500,UGA,2006,28,4,2006,28,4,2006,5,3,1,18,4,1,1,1,1,1,2,0,18,4,1,0,1,2,1,18,4,1,3,1,3,1,0,1,1,1,17,17,17,75,75,75,0,0,0,0,0
4386,4386.0009765625,500,UGA,490,DRC,2006,28,4,2006,28,4,2006,5,3,1,18,4,1,1,1,0,1,2,1,18,4,1,1,1,2,0,18,4,1,1,3,1,3,0,1,1,1,17,17,17,75,75,75,0,0,0,0,0
4387,4387.0009765625,520,SOM,530,ETH,2006,18,6,2006,21,7,2006,5,3,0,16,4,0,1,1,1,0,0,0,0,1,1,0,1,3,0,16,4,1,3,1,3,1,0,1,34,34,14,0,14,84,49,84,0,0,0,0,0
